uid,timestamp_Nudge,timestamp_Lever,timestamp_Ramp,timestamp_Pendulum,timestamp_Springboard,timestamp_Down Hill,timestamp_Lead the Ball,timestamp_Chocolate Factory,timestamp_Around the Tree,timestamp_Big Watermill,timestamp_Sunny Day,timestamp_Wavy,timestamp_On the Upswing,timestamp_Shark,timestamp_One at a time,timestamp_Scale,timestamp_Cloudy Day,timestamp_Crazy Seesaw,timestamp_Roller coaster,timestamp_Uphill Battle,timestamp_Little Mermaid,timestamp_Ultimate Pinball,timestamp_Yippie!,timestamp_Diving Board,timestamp_Stiff Curtains,timestamp_Diving Board World,timestamp_Need Fulcrum,timestamp_Timing is Everything,timestamp_Perfect Toss,timestamp_Up in the Air,timestamp_Spider Web,timestamp_Can Opener,TrophyLevel_Nudge,TrophyLevel_Lever,TrophyLevel_Ramp,TrophyLevel_Pendulum,TrophyLevel_Springboard,TrophyLevel_Down Hill,TrophyLevel_Lead the Ball,TrophyLevel_Chocolate Factory,TrophyLevel_Around the Tree,TrophyLevel_Big Watermill,TrophyLevel_Sunny Day,TrophyLevel_Wavy,TrophyLevel_On the Upswing,TrophyLevel_Shark,TrophyLevel_One at a time,TrophyLevel_Scale,TrophyLevel_Cloudy Day,TrophyLevel_Crazy Seesaw,TrophyLevel_Roller coaster,TrophyLevel_Uphill Battle,TrophyLevel_Little Mermaid,TrophyLevel_Ultimate Pinball,TrophyLevel_Yippie!,TrophyLevel_Diving Board,TrophyLevel_Stiff Curtains,TrophyLevel_Diving Board World,TrophyLevel_Need Fulcrum,TrophyLevel_Timing is Everything,TrophyLevel_Perfect Toss,TrophyLevel_Up in the Air,TrophyLevel_Spider Web,TrophyLevel_Can Opener,NumberAttempts_Nudge,NumberAttempts_Lever,NumberAttempts_Ramp,NumberAttempts_Pendulum,NumberAttempts_Springboard,NumberAttempts_Down Hill,NumberAttempts_Lead the Ball,NumberAttempts_Chocolate Factory,NumberAttempts_Around the Tree,NumberAttempts_Big Watermill,NumberAttempts_Sunny Day,NumberAttempts_Wavy,NumberAttempts_On the Upswing,NumberAttempts_Shark,NumberAttempts_One at a time,NumberAttempts_Scale,NumberAttempts_Cloudy Day,NumberAttempts_Crazy Seesaw,NumberAttempts_Roller coaster,NumberAttempts_Uphill Battle,NumberAttempts_Little Mermaid,NumberAttempts_Ultimate Pinball,NumberAttempts_Yippie!,NumberAttempts_Diving Board,NumberAttempts_Stiff Curtains,NumberAttempts_Diving Board World,NumberAttempts_Need Fulcrum,NumberAttempts_Timing is Everything,NumberAttempts_Perfect Toss,NumberAttempts_Up in the Air,NumberAttempts_Spider Web,NumberAttempts_Can Opener,quit,silver,gold
F3733,2022-11-29T09:09:43Z,2022-11-29T09:10:33Z,2022-11-29T09:11:10Z,2022-11-29T09:11:57Z,2022-11-29T09:14:50Z,2022-11-29T09:15:20Z,2022-11-29T09:16:16Z,2022-11-29T09:16:42Z,2022-12-01T09:20:29Z,2022-11-29T09:17:03Z,2022-11-29T09:28:12Z,2022-11-29T09:29:37Z,2022-11-29T09:30:15Z,2022-12-01T09:30:14Z,2022-12-01T09:30:39Z,2022-12-01T09:31:18Z,2022-11-29T09:32:36Z,2022-12-01T09:29:50Z,2022-12-01T09:21:23Z,2022-11-29T09:36:18Z,2022-11-29T09:33:16Z,2022-11-29T09:38:07Z,2022-11-30T09:17:59Z,2022-11-29T09:35:16Z,2022-12-01T09:26:45Z,2022-12-01T09:26:01Z,2022-12-01T09:24:54Z,2022-12-01T09:24:24Z,2022-12-01T09:24:05Z,2022-12-01T09:22:58Z,2022-11-29T09:36:48Z,2022-12-01T09:21:59Z,silver,silver,silver,silver,silver,gold,silver,gold,silver,gold,quit,gold,gold,quit,quit,gold,gold,quit,quit,gold,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,gold,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,7,9
C3395,2022-11-29T09:09:52Z,2022-11-29T09:11:41Z,2022-11-29T09:12:32Z,2022-11-29T09:13:01Z,2022-11-29T09:13:42Z,2022-11-29T09:14:36Z,2022-11-29T09:14:58Z,2022-11-29T09:26:26Z,2022-12-02T09:15:10Z,2022-11-30T09:18:12Z,2022-11-29T09:34:29Z,2022-11-29T09:37:15Z,2022-11-29T09:39:10Z,2022-12-02T09:16:55Z,2022-12-02T09:19:12Z,2022-12-02T09:19:51Z,2022-11-29T09:41:16Z,2022-12-02T09:20:51Z,NA,2022-11-30T09:42:16Z,2022-11-30T09:41:30Z,2022-12-01T09:33:57Z,2022-11-30T09:44:00Z,2022-11-30T09:07:05Z,2022-12-02T09:22:33Z,2022-12-02T09:24:34Z,2022-12-02T09:25:55Z,2022-12-02T09:27:09Z,NA,2022-12-02T09:28:10Z,2022-11-30T09:05:01Z,NA,silver,silver,silver,silver,silver,gold,gold,quit,gold,gold,quit,quit,quit,quit,gold,gold,quit,gold,NA,quit,quit,quit,quit,quit,silver,quit,silver,quit,NA,quit,quit,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,NA,15,7,7
C3586,2022-11-29T09:09:58Z,2022-11-29T09:12:17Z,2022-11-29T09:16:24Z,2022-11-29T09:18:06Z,2022-11-29T09:20:04Z,2022-11-29T09:20:27Z,2022-11-29T09:21:06Z,2022-11-29T09:27:06Z,2022-12-01T09:09:22Z,2022-11-29T09:28:11Z,2022-11-29T09:28:48Z,2022-11-29T09:29:57Z,2022-11-29T09:32:07Z,2022-12-01T09:09:36Z,2022-12-01T09:10:06Z,2022-12-01T09:11:08Z,2022-11-29T09:32:53Z,2022-12-01T09:11:48Z,2022-12-01T09:18:49Z,2022-11-29T09:37:47Z,2022-11-29T09:33:21Z,2022-11-29T09:35:27Z,2022-11-29T09:34:46Z,2022-11-29T09:36:11Z,2022-12-01T09:13:14Z,2022-12-01T09:14:53Z,2022-12-01T09:15:36Z,2022-12-01T09:16:17Z,2022-12-01T09:17:02Z,2022-12-01T09:17:21Z,2022-11-29T09:35:51Z,2022-12-01T09:18:00Z,silver,silver,quit,quit,silver,silver,silver,silver,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,silver,quit,quit,quit,quit,quit,quit,quit,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,7,0
F3801,2022-11-29T09:10:49Z,2022-11-29T09:11:51Z,2022-11-29T09:12:18Z,2022-11-29T09:13:27Z,2022-11-29T09:16:04Z,2022-11-29T09:16:27Z,2022-11-29T09:16:39Z,2022-11-29T09:21:14Z,2022-12-02T09:14:35Z,2022-11-29T09:40:33Z,2022-11-29T09:41:54Z,2022-11-29T09:44:09Z,2022-11-30T09:19:50Z,2022-12-02T09:16:45Z,2022-12-02T09:17:23Z,2022-12-02T09:19:27Z,2022-11-30T09:20:49Z,2022-12-02T09:21:39Z,NA,2022-12-01T09:37:25Z,2022-11-30T09:22:42Z,2022-12-01T09:16:35Z,2022-11-30T09:43:20Z,NA,2022-12-02T09:23:03Z,2022-12-02T09:26:23Z,2022-12-02T09:26:57Z,2022-12-02T09:28:20Z,2022-12-02T09:30:10Z,2022-12-02T09:34:25Z,2022-12-01T09:17:48Z,NA,silver,silver,silver,silver,silver,gold,gold,silver,silver,silver,quit,quit,gold,silver,gold,gold,silver,silver,NA,quit,quit,silver,gold,NA,silver,silver,gold,silver,silver,silver,quit,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,NA,1,1,3,1,NA,1,1,1,1,1,1,1,NA,5,17,7
F3722,2022-11-29T09:11:05Z,2022-11-29T09:12:13Z,2022-11-29T09:13:20Z,2022-11-29T09:13:53Z,2022-11-29T09:15:50Z,2022-11-29T09:16:31Z,2022-11-29T09:17:00Z,2022-11-29T09:18:17Z,2022-12-01T09:16:32Z,2022-11-29T09:18:57Z,2022-11-29T09:26:49Z,2022-11-29T09:27:32Z,2022-11-29T09:27:48Z,2022-12-01T09:18:23Z,2022-12-01T09:19:42Z,2022-12-02T09:14:38Z,2022-11-29T09:28:42Z,2022-12-02T09:19:12Z,2022-12-01T09:25:22Z,2022-11-29T09:37:17Z,2022-11-29T09:29:20Z,2022-11-29T09:41:34Z,2022-11-29T09:31:04Z,2022-11-29T09:35:56Z,2022-12-01T09:24:12Z,NA,NA,NA,NA,NA,2022-11-30T09:07:01Z,NA,silver,silver,silver,silver,silver,silver,gold,gold,silver,gold,quit,gold,gold,quit,silver,gold,gold,quit,quit,gold,quit,silver,quit,quit,quit,NA,NA,NA,NA,NA,silver,NA,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,8,10,8
C3597,2022-11-30T09:08:12Z,2022-11-29T09:12:26Z,2022-11-29T09:13:18Z,2022-11-29T09:14:38Z,2022-11-29T09:19:13Z,2022-11-29T09:21:13Z,2022-11-29T09:21:36Z,2022-11-29T09:24:39Z,NA,2022-11-29T09:26:40Z,2022-11-29T09:32:04Z,2022-11-29T09:39:29Z,NA,NA,2022-12-02T09:24:41Z,2022-12-02T09:23:18Z,2022-12-01T09:20:43Z,2022-12-02T09:29:27Z,2022-12-02T09:14:56Z,NA,2022-12-01T09:14:28Z,2022-11-30T09:25:01Z,2022-11-29T09:46:23Z,2022-11-29T09:11:22Z,NA,2022-12-02T09:16:37Z,NA,2022-12-02T09:24:15Z,2022-12-02T09:15:31Z,2022-12-02T09:13:56Z,2022-11-30T09:27:14Z,2022-12-02T09:15:13Z,quit,silver,silver,silver,silver,silver,gold,gold,NA,quit,gold,quit,NA,NA,quit,quit,silver,quit,quit,NA,quit,quit,quit,quit,NA,quit,NA,quit,quit,gold,silver,quit,1,1,2,1,1,1,1,1,NA,1,1,2,NA,NA,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,2,1,1,15,7,4
D3643,2022-11-29T09:13:07Z,2022-11-29T09:13:45Z,2022-11-29T09:14:28Z,2022-11-29T09:16:45Z,2022-11-29T09:17:51Z,2022-12-01T09:20:36Z,2022-11-29T09:18:21Z,2022-12-01T09:35:43Z,2022-11-29T09:20:12Z,2022-12-01T09:36:23Z,2022-12-02T09:08:51Z,2022-12-02T09:10:59Z,2022-12-02T09:11:49Z,2022-11-29T09:21:48Z,2022-11-29T09:22:30Z,2022-11-29T09:31:01Z,2022-12-02T09:12:45Z,2022-11-29T09:36:25Z,2022-11-30T09:26:12Z,2022-12-02T09:17:59Z,2022-12-02T09:13:31Z,2022-12-02T09:16:32Z,2022-12-02T09:14:31Z,2022-12-02T09:18:48Z,2022-11-29T09:41:12Z,NA,2022-11-30T09:14:13Z,2022-11-30T09:15:13Z,2022-11-30T09:15:38Z,2022-11-30T09:17:41Z,2022-12-02T09:17:27Z,2022-11-30T09:19:29Z,silver,silver,silver,silver,silver,gold,silver,gold,quit,gold,quit,gold,gold,quit,quit,silver,gold,gold,quit,quit,quit,quit,silver,silver,quit,NA,gold,gold,quit,quit,gold,quit,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,12,9,10
F3609,2022-11-29T09:14:32Z,2022-11-29T09:13:38Z,2022-11-29T09:15:44Z,2022-11-29T09:17:55Z,2022-11-29T09:24:33Z,2022-11-29T09:25:16Z,2022-11-29T09:25:32Z,2022-11-29T09:34:00Z,2022-12-01T09:15:06Z,2022-11-29T09:40:00Z,2022-11-29T09:42:40Z,2022-11-29T09:43:34Z,2022-11-29T09:47:03Z,2022-12-01T09:21:52Z,2022-12-01T09:22:10Z,2022-12-01T09:24:50Z,NA,2022-12-01T09:28:16Z,2022-12-02T09:27:13Z,NA,2022-11-29T09:47:47Z,2022-11-30T09:25:55Z,2022-11-30T09:11:14Z,2022-11-30T09:17:36Z,2022-12-02T09:12:47Z,2022-12-01T09:41:28Z,NA,2022-12-02T09:34:08Z,2022-12-02T09:28:23Z,2022-12-02T09:13:54Z,2022-11-30T09:16:00Z,2022-12-02T09:24:59Z,silver,silver,silver,silver,silver,gold,gold,gold,gold,quit,quit,quit,quit,quit,gold,silver,NA,quit,quit,NA,quit,silver,quit,quit,silver,quit,NA,gold,quit,gold,gold,quit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,2,1,1,1,1,NA,1,1,1,1,1,13,8,8
D3621,2022-11-29T09:17:22Z,2022-11-29T09:20:05Z,2022-11-29T09:22:31Z,2022-11-29T09:23:17Z,2022-11-29T09:27:11Z,2022-12-01T09:07:41Z,2022-11-29T09:29:24Z,2022-12-01T09:15:06Z,2022-11-29T09:32:57Z,2022-12-01T09:17:40Z,2022-12-01T09:18:48Z,2022-12-01T09:19:35Z,2022-12-01T09:28:19Z,2022-11-29T09:33:52Z,2022-11-29T09:44:41Z,2022-11-29T09:40:41Z,2022-12-01T09:24:07Z,2022-11-29T09:43:28Z,2022-11-30T09:19:35Z,2022-12-01T09:21:23Z,2022-12-01T09:37:11Z,2022-12-01T09:30:11Z,2022-12-01T09:24:07Z,2022-12-01T09:20:43Z,2022-11-29T09:37:58Z,2022-11-29T09:36:08Z,2022-11-30T09:15:39Z,2022-11-29T09:37:15Z,2022-11-29T09:36:53Z,2022-11-29T09:45:33Z,2022-12-02T09:24:16Z,2022-11-29T09:36:34Z,silver,silver,silver,silver,silver,gold,silver,gold,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,silver,quit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,23,7,2
F0101,2022-11-29T09:17:45Z,2022-11-29T09:17:26Z,2022-11-29T09:18:30Z,2022-11-29T09:18:49Z,2022-11-29T09:19:45Z,2022-11-29T09:20:04Z,2022-11-29T09:20:24Z,2022-11-29T09:24:18Z,2022-12-01T09:18:43Z,2022-11-29T09:28:25Z,2022-11-29T09:37:07Z,2022-11-29T09:43:10Z,2022-11-30T09:14:22Z,2022-12-01T09:20:45Z,2022-12-01T09:18:58Z,2022-12-01T09:21:25Z,2022-11-30T09:17:26Z,2022-12-01T09:23:08Z,2022-12-01T09:43:45Z,2022-12-01T09:11:30Z,2022-11-30T09:29:38Z,NA,2022-11-30T09:30:22Z,NA,2022-12-01T09:23:38Z,2022-12-01T09:24:55Z,2022-12-01T09:26:20Z,2022-12-01T09:26:54Z,2022-12-01T09:25:29Z,2022-12-01T09:34:33Z,NA,2022-12-01T09:35:17Z,silver,silver,silver,silver,silver,gold,gold,silver,quit,quit,gold,gold,quit,quit,gold,silver,gold,quit,quit,quit,quit,NA,gold,NA,quit,quit,silver,gold,quit,gold,NA,gold,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,NA,1,11,8,10
F0134,2022-11-29T09:19:32Z,2022-11-29T09:20:24Z,2022-11-29T09:20:59Z,2022-11-29T09:21:38Z,2022-11-29T09:22:49Z,2022-11-29T09:23:08Z,2022-11-29T09:25:01Z,2022-11-29T09:27:37Z,2022-12-01T09:17:35Z,2022-11-29T09:28:27Z,2022-11-29T09:29:29Z,2022-11-30T09:14:41Z,2022-11-30T09:20:22Z,2022-12-01T09:23:35Z,2022-12-01T09:24:08Z,2022-12-01T09:25:11Z,2022-11-30T09:22:19Z,2022-12-01T09:28:12Z,2022-12-02T09:08:29Z,NA,2022-11-30T09:26:03Z,2022-11-30T09:32:58Z,2022-11-30T09:27:15Z,NA,2022-12-01T09:32:56Z,2022-12-01T09:36:48Z,2022-12-01T09:37:24Z,2022-12-01T09:38:42Z,2022-12-01T09:39:31Z,2022-12-01T09:41:18Z,NA,2022-12-01T09:43:29Z,silver,silver,silver,silver,silver,gold,gold,quit,silver,quit,quit,silver,gold,gold,quit,silver,gold,silver,silver,NA,gold,silver,gold,NA,silver,quit,gold,gold,gold,gold,NA,silver,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,1,1,1,NA,1,2,1,1,1,1,NA,1,5,13,11
A1360,2022-11-29T09:19:54Z,2022-11-29T09:20:45Z,2022-11-29T09:21:47Z,2022-11-29T09:22:51Z,2022-11-29T09:24:52Z,2022-11-29T09:28:39Z,2022-11-29T09:30:58Z,2022-11-29T09:35:38Z,2022-12-01T09:08:23Z,2022-11-29T09:40:03Z,NA,NA,2022-11-30T09:19:46Z,2022-12-01T09:09:34Z,2022-12-01T09:10:28Z,2022-12-01T09:14:32Z,NA,2022-12-01T09:16:22Z,2022-12-01T09:29:26Z,NA,NA,NA,NA,2022-11-30T09:20:33Z,2022-12-01T09:18:09Z,2022-12-01T09:34:42Z,2022-12-01T09:37:07Z,2022-12-01T09:25:12Z,2022-12-01T09:39:48Z,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,quit,gold,quit,NA,NA,gold,quit,gold,quit,NA,quit,quit,NA,NA,NA,NA,quit,quit,quit,gold,quit,quit,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,2,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,11,5,6
F0123,2022-11-29T09:20:02Z,2022-11-29T09:23:22Z,2022-11-29T09:24:16Z,2022-11-29T09:25:03Z,2022-11-29T09:28:24Z,2022-11-29T09:28:43Z,2022-11-29T09:29:57Z,2022-11-29T09:35:20Z,2022-12-01T09:13:57Z,2022-11-30T09:14:23Z,2022-11-30T09:18:49Z,2022-11-30T09:22:31Z,2022-11-30T09:22:42Z,2022-12-01T09:26:41Z,2022-12-01T09:28:26Z,2022-12-01T09:31:58Z,2022-11-30T09:26:26Z,2022-12-01T09:32:48Z,NA,NA,2022-11-30T09:30:45Z,NA,NA,NA,2022-12-01T09:39:07Z,2022-12-01T09:42:58Z,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,silver,gold,gold,quit,gold,quit,gold,quit,gold,gold,quit,silver,NA,NA,quit,NA,NA,NA,quit,quit,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,7,7,7
A3799,2022-11-29T09:20:45Z,2022-11-29T09:22:54Z,2022-11-29T09:23:35Z,2022-11-29T09:26:00Z,2022-11-29T09:30:23Z,2022-11-29T09:30:58Z,2022-11-29T09:31:59Z,2022-11-29T09:34:09Z,2022-12-02T09:11:18Z,2022-11-29T09:43:56Z,2022-11-30T09:16:40Z,2022-11-30T09:19:08Z,2022-11-30T09:19:59Z,2022-12-02T09:15:16Z,2022-12-02T09:16:09Z,2022-12-02T09:16:40Z,2022-11-30T09:25:47Z,2022-12-02T09:17:17Z,2022-12-02T09:21:43Z,NA,2022-11-30T09:28:13Z,2022-12-01T09:36:43Z,2022-12-01T09:31:11Z,NA,2022-12-02T09:18:40Z,2022-12-02T09:19:52Z,2022-12-02T09:26:38Z,NA,2022-12-02T09:25:25Z,NA,NA,2022-12-02T09:22:48Z,silver,silver,silver,silver,silver,silver,silver,silver,gold,silver,silver,gold,gold,quit,quit,gold,quit,quit,quit,NA,quit,silver,quit,NA,quit,quit,gold,NA,quit,NA,NA,quit,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,NA,1,1,2,NA,1,1,1,NA,2,NA,NA,1,11,11,5
A0561,2022-11-29T09:20:48Z,2022-11-29T09:23:05Z,2022-11-29T09:23:37Z,2022-11-29T09:23:58Z,2022-11-29T09:27:46Z,2022-11-29T09:28:06Z,2022-11-29T09:28:31Z,2022-11-29T09:30:15Z,2022-12-01T09:17:12Z,2022-11-29T09:33:30Z,2022-11-29T09:35:17Z,2022-11-29T09:36:20Z,2022-11-29T09:39:06Z,2022-12-01T09:33:42Z,2022-12-01T09:36:10Z,2022-12-01T09:36:59Z,2022-11-29T09:41:23Z,2022-12-01T09:37:39Z,2022-12-02T09:23:29Z,NA,2022-11-29T09:45:19Z,NA,NA,NA,2022-12-01T09:40:08Z,2022-12-01T09:40:57Z,2022-12-02T09:14:29Z,2022-12-01T09:41:27Z,2022-12-01T09:42:22Z,2022-12-02T09:20:45Z,NA,2022-12-02T09:21:56Z,silver,silver,silver,silver,quit,gold,silver,quit,gold,quit,quit,quit,quit,quit,silver,gold,quit,silver,gold,NA,quit,NA,NA,NA,quit,quit,silver,quit,quit,gold,NA,gold,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,NA,NA,NA,1,2,1,1,1,1,NA,1,13,8,6
D1371,2022-11-29T09:20:49Z,2022-11-29T09:23:05Z,2022-11-29T09:23:52Z,2022-11-29T09:26:22Z,2022-11-29T09:27:42Z,2022-12-01T09:24:41Z,2022-11-29T09:28:00Z,2022-12-01T09:26:45Z,2022-11-29T09:31:37Z,2022-12-01T09:29:25Z,2022-12-01T09:29:50Z,2022-12-01T09:32:06Z,2022-12-01T09:34:33Z,2022-11-29T09:32:08Z,2022-11-29T09:36:09Z,2022-11-29T09:38:54Z,2022-12-01T09:37:58Z,2022-11-29T09:41:14Z,NA,2022-12-02T09:15:58Z,2022-12-01T09:41:25Z,2022-12-02T09:13:59Z,2022-12-02T09:08:34Z,2022-12-02T09:18:30Z,2022-11-30T09:19:39Z,2022-11-30T09:23:47Z,2022-11-30T09:31:10Z,NA,NA,NA,2022-12-02T09:14:53Z,NA,silver,silver,silver,silver,silver,silver,gold,quit,quit,quit,quit,silver,quit,quit,silver,silver,gold,quit,NA,quit,quit,silver,quit,quit,quit,quit,quit,NA,NA,NA,gold,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,14,10,3
A0246,2022-11-29T09:20:58Z,2022-11-29T09:22:24Z,2022-11-29T09:22:50Z,2022-11-29T09:25:01Z,2022-11-29T09:28:18Z,2022-11-29T09:29:03Z,2022-11-29T09:29:50Z,2022-11-29T09:31:41Z,2022-12-01T09:18:58Z,2022-11-29T09:32:06Z,2022-11-29T09:44:23Z,2022-11-30T09:11:05Z,2022-11-30T09:12:02Z,2022-12-01T09:23:33Z,2022-12-02T09:16:52Z,2022-12-02T09:15:36Z,2022-11-30T09:16:00Z,2022-12-01T09:26:12Z,NA,NA,2022-11-30T09:29:08Z,NA,2022-11-30T09:29:47Z,NA,2022-12-01T09:28:35Z,2022-12-01T09:35:24Z,2022-12-01T09:38:11Z,2022-12-01T09:38:57Z,2022-12-01T09:41:11Z,2022-12-01T09:42:14Z,NA,2022-12-01T09:44:05Z,silver,silver,silver,silver,silver,gold,silver,gold,silver,gold,silver,quit,gold,gold,silver,silver,gold,gold,NA,NA,quit,NA,gold,NA,silver,quit,silver,gold,silver,gold,NA,silver,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1,1,1,1,NA,1,3,14,10
A0527,2022-11-29T09:21:29Z,2022-11-29T09:23:11Z,2022-11-29T09:23:39Z,2022-11-29T09:25:28Z,2022-11-29T09:34:30Z,2022-11-29T09:34:50Z,2022-11-29T09:35:29Z,2022-11-29T09:36:30Z,2022-12-01T09:17:15Z,2022-11-29T09:37:31Z,2022-11-29T09:39:08Z,2022-11-29T09:40:28Z,2022-11-30T09:23:41Z,2022-12-01T09:23:44Z,2022-12-01T09:24:39Z,2022-12-01T09:25:05Z,2022-11-30T09:14:40Z,2022-12-01T09:25:27Z,2022-12-01T09:41:08Z,2022-11-30T09:21:50Z,2022-11-30T09:15:22Z,NA,NA,NA,2022-12-01T09:29:05Z,2022-12-01T09:30:15Z,2022-12-01T09:33:28Z,2022-12-01T09:36:01Z,2022-12-01T09:38:23Z,2022-12-01T09:39:50Z,2022-11-30T09:17:04Z,2022-12-01T09:45:02Z,silver,silver,silver,silver,silver,gold,gold,quit,gold,quit,quit,quit,quit,silver,gold,gold,gold,silver,silver,quit,quit,NA,NA,NA,quit,quit,quit,quit,silver,quit,gold,gold,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,12,9,8
A2079,2022-11-29T09:23:09Z,2022-11-29T09:21:39Z,2022-11-29T09:31:24Z,2022-11-29T09:31:55Z,2022-11-29T09:34:34Z,2022-11-29T09:40:45Z,2022-11-29T09:41:20Z,2022-11-30T09:17:56Z,2022-12-02T09:30:37Z,2022-11-29T09:46:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quit,quit,silver,quit,silver,gold,gold,quit,silver,quit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2
F0156,2022-11-29T09:21:47Z,2022-11-29T09:23:28Z,2022-11-29T09:24:17Z,2022-11-29T09:28:51Z,2022-11-29T09:31:30Z,2022-11-29T09:31:52Z,2022-11-29T09:32:06Z,2022-11-29T09:36:42Z,2022-12-01T09:17:00Z,2022-11-30T09:13:42Z,2022-11-30T09:14:26Z,2022-11-30T09:15:30Z,2022-11-30T09:18:31Z,2022-12-01T09:23:39Z,2022-12-01T09:25:14Z,2022-12-01T09:28:10Z,2022-11-30T09:22:37Z,2022-12-01T09:31:24Z,2022-12-02T09:25:57Z,NA,2022-11-30T09:29:34Z,NA,2022-11-30T09:31:22Z,NA,2022-12-01T09:33:48Z,2022-12-01T09:36:59Z,2022-12-01T09:37:40Z,2022-12-01T09:42:51Z,2022-12-02T09:18:41Z,2022-12-02T09:22:41Z,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,quit,gold,silver,silver,gold,gold,silver,silver,silver,silver,NA,quit,NA,gold,NA,silver,quit,gold,silver,quit,quit,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,NA,1,NA,1,NA,1,1,1,2,1,1,NA,NA,5,13,9
C0167,2022-11-29T09:22:00Z,2022-11-29T09:22:49Z,2022-11-29T09:23:37Z,2022-11-29T09:24:12Z,2022-11-29T09:27:25Z,2022-11-29T09:28:13Z,2022-11-29T09:28:50Z,2022-11-29T09:31:31Z,2022-12-01T09:08:16Z,2022-11-29T09:33:23Z,2022-11-29T09:40:10Z,2022-11-29T09:41:13Z,2022-11-29T09:43:26Z,2022-12-01T09:13:36Z,2022-12-01T09:17:08Z,2022-12-01T09:18:07Z,2022-11-30T09:15:30Z,NA,2022-12-02T09:12:57Z,2022-11-30T09:27:14Z,NA,2022-11-30T09:19:02Z,2022-11-30T09:16:25Z,NA,2022-12-01T09:26:51Z,2022-12-01T09:33:38Z,2022-12-01T09:38:25Z,2022-12-01T09:40:36Z,2022-12-01T09:44:15Z,2022-12-02T09:12:06Z,2022-11-30T09:25:17Z,2022-12-02T09:15:48Z,silver,silver,silver,silver,silver,gold,gold,silver,gold,gold,quit,gold,quit,silver,quit,gold,quit,NA,gold,gold,NA,quit,gold,NA,quit,quit,silver,quit,quit,quit,silver,quit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,11,9,9
