"","StudyID","ID1","ID2","Midtest","Posttest","Condition","CognitiveSupports","AffectiveECD","AffectivePOT","Progress","Duration (in seconds)","Finished","RecordedDate","Age","Sex","American Indian or Alaska Native","Asian","Black or African American","Hispanic","Native Hawaiian or Pacific Islander","White","Other (enter)","Prefer not to say","Other_TEXT","Gaming","Physics","A-NQ1","A-NQ2","A-NQ3","A-NQ4","A-NQ5","A-NQ6","A-NQ7","A-NQ8","A-NQ9","A-NQ10","A-NQ11","A-NQ12","A-NQ13","A-NQ14","A-FQ1","A-FQ2","A-FQ3","A-FQ4","A-FQ5","A-FQ6","A-FQ7","A-FQ8","A-FQ9","A-FQ10","A-FQ11","A-FQ12","A-FQ13","A-FQ14","SC0","Gender","Ethnicity","A-NQ1_scored","A-NQ2_scored","A-NQ3_scored","A-NQ4_scored","A-NQ5_scored","A-NQ6_scored","A-NQ7_scored","A-NQ8_scored","A-NQ9_scored","A-NQ10_scored","A-NQ11_scored","A-NQ12_scored","A-NQ13_scored","A-NQ14_scored","A-FQ1_scored","A-FQ2_scored","A-FQ3_scored","A-FQ4_scored","A-FQ5_scored","A-FQ6_scored","A-FQ7_scored","A-FQ8_scored","A-FQ9_scored","A-FQ10_scored","A-FQ11_scored","A-FQ12_scored","A-FQ13_scored","A-FQ14_scored","NearECT","FarECT","NearPOT","FarPOT","Near","Far","ECT","POT","PhysicsScore","Progress.ect","Duration (in seconds).ect","Finished.ect","RecordedDate.ect","IMI_1","IMI_2","IMI_3","IMI_4","IMI_5","IMI_6","IMI_7","IMI_8","IMI_9","IMI_10","IMI_11","IMI_12","IMI_13","IMI_14","IMI_15","IMI_16","IMI_17","IMI_18","A-NQ1.ect","A-NQ2.ect","A-NQ3.ect","A-NQ4.ect","A-NQ5.ect","A-NQ6.ect","A-NQ7.ect","A-NQ8.ect","A-NQ12.ect","A-NQ13.ect","A-NQ14.ect","A-FQ1.ect","A-FQ2.ect","A-FQ3.ect","A-FQ4.ect","A-FQ5.ect","A-FQ6.ect","A-FQ7.ect","A-FQ8.ect","Q90","Q74","PA1","PA2","PA3","PA4","PA5","PA6","PA7","SC0.ect","A-NQ1_scored.ect","A-NQ2_scored.ect","A-NQ3_scored.ect","A-NQ4_scored.ect","A-NQ5_scored.ect","A-NQ6_scored.ect","A-NQ7_scored.ect","A-NQ8_scored.ect","A-NQ12_scored.ect","A-NQ13_scored.ect","A-NQ14_scored.ect","A-FQ1_scored.ect","A-FQ2_scored.ect","A-FQ3_scored.ect","A-FQ4_scored.ect","A-FQ5_scored.ect","A-FQ6_scored.ect","A-FQ7_scored.ect","A-FQ8_scored.ect","NearECTpost","FarECTpost","ECTpost","IMI","IMI_Enj","IMI_Eng","IMI_PC","IMI_Effort","IMI_Frust","IMI_Value","PA","Progress.pot","Duration (in seconds).pot","Finished.pot","RecordedDate.pot","IMI_1.pot","IMI_2.pot","IMI_3.pot","IMI_4.pot","IMI_5.pot","IMI_6.pot","IMI_7.pot","IMI_8.pot","IMI_9.pot","IMI_10.pot","IMI_11.pot","IMI_12.pot","IMI_13.pot","IMI_14.pot","IMI_15.pot","IMI_16.pot","IMI_17.pot","IMI_18.pot","A-NQ9.pot","A-NQ10.pot","A-NQ11.pot","A-NQ12.pot","A-NQ13.pot","A-NQ14.pot","A-FQ9.pot","A-FQ10.pot","A-FQ11.pot","A-FQ12.pot","A-FQ13.pot","A-FQ14.pot","Q90.pot","Q74.pot","PA1.pot","PA2.pot","PA3.pot","PA4.pot","PA5.pot","PA6.pot","PA7.pot","SC0.pot","A-NQ9_scored.pot","A-NQ10_scored.pot","A-NQ11_scored.pot","A-NQ12_scored.pot","A-NQ13_scored.pot","A-NQ14_scored.pot","A-FQ9_scored.pot","A-FQ10_scored.pot","A-FQ11_scored.pot","A-FQ12_scored.pot","A-FQ13_scored.pot","A-FQ14_scored.pot","NearPOTpost","FarPOTpost","POTpost","IMI.pot","IMI_Enj.pot","IMI_Eng.pot","IMI_PC.pot","IMI_Effort.pot","IMI_Frust.pot","IMI_Value.pot","PA.pot"
"204","B3340","096bd1","096bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,1074,1,2022-11-28 13:32:37,12,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","A","A","A","C","D","C","A","B","C","D","B","B","B","A","C","C","B","B","B","A","B","B","B","D","B","C","B",21,"Female","White",1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,4,7,4,5,8,12,11,9,20,100,254,1,2022-12-02 13:55:33,3,5,4,5,4,2,3,3,4,4,3,4,6,3,NA,6,4,3,"A","C","B","D","C","A","B","A","B","A","B","A","D","C","C","B","A","C","B","B3340",5,NA,NA,NA,NA,NA,NA,NA,11,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,5,4,9,66,8,13,12,17,9,7,0,100,592,1,2022-11-30 13:46:02,2,4,6,5,2,5,4,3,7,4,6,4,2,3,2,1,3,5,"B","A",NA,"B","C","B","B","B","B","B","C","B",NA,4,5,3,4,4,3,4,5,7,1,0,0,1,0,1,1,1,0,1,1,1,2,5,7,68,6,13,19,16,6,8,28
"205","A3351","042ad1","042ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,1036,1,2022-11-28 13:28:26,12,"Female",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","D","A","A","D","D","B","C","B","C","B","B","A","B","C","C","C","C","B","B","D","D","C","B","A","C","C","B",17,"Female","Mixed",1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,3,3,6,4,9,7,6,10,16,100,606,1,2022-11-30 13:46:16,6,6,6,7,7,4,2,2,4,4,6,5,4,1,3,2,6,6,"A","B","A","A","A","D","B","D","B","B","A","A","D","B","C","B","D","B","B","A3351",4,2,4,3,3,2,1,3,9,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,4,3,7,81,12,20,12,19,6,12,18,100,202,1,2022-12-02 13:54:39,6,7,7,6,7,4,3,6,4,4,7,NA,6,1,3,5,6,5,"B","C",NA,"B","B","C","A","B","B","C","C","B",NA,4,4,1,3,3,3,2,3,9,1,1,0,1,0,0,0,1,0,0,1,1,3,5,8,87,13,20,17,17,9,11,19
"206","B3362","077bd1","077bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,2358,1,2022-11-28 13:55:02,12,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Once a month or less","Yes","B","B","B","D","D","B","D","C","B","B","B","B","A","B","D","C","C","B","B","D","A","B","C","B","B","B","B","B",14,"Female","Black or African American",0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,2,5,5,3,7,8,7,8,15,100,334,1,2022-12-02 13:57:03,4,7,7,7,4,4,4,4,7,4,7,4,7,3,7,4,4,7,"A","A","B","A","B","B","A","B","B","C","A","C","C","A","B","B","A","B","B","B3362",4,1,1,1,4,0,0,2,8,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,3,6,95,11,18,19,22,14,11,9,100,512,1,2022-11-30 13:45:08,5,7,6,4,4,4,4,4,6,7,7,7,7,4,7,2,4,7,"B","A",NA,"B","A","C","A","B","B","B","C","A","B3362",4,1,2,1,0,0,4,3,5,1,0,0,1,1,0,0,1,0,1,1,0,3,5,8,96,12,14,18,28,13,11,11
"207","E3373","287ed1","287ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,959,1,2022-11-28 13:31:18,12,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","D","A","C","B","B","A","B","C","D","B","D","D","A","C","B","C","B","C","A","A","C","C","A","C","C","A",16,"Female","White",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,6,3,3,2,9,5,9,5,14,100,444,1,2022-12-02 13:59:09,5,5,5,5,6,4,3,3,3,5,5,5,5,1,2,1,7,6,"A","B","B","D","C","A","B","A","B","D","B","B","C","A","C","B","A","A","A","E3373",5,NA,NA,NA,NA,NA,NA,NA,11,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,6,2,8,76,10,16,13,20,4,13,0,100,523,1,2022-11-30 13:44:41,4,5,6,4,5,3,3,4,2,5,6,6,5,1,2,3,6,4,"B","C",NA,"B","D","D","B","A","A","C","C","A","E3373",5,NA,NA,NA,NA,NA,NA,NA,8,1,1,0,1,0,0,1,0,1,0,1,0,3,5,8,74,9,15,12,22,6,10,0
"208","E3384","279ed1","279ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,757,1,2022-11-28 13:25:41,13,"Male",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Once a week","Yes","A","D","C","A","C","A","B","B","D","D","C","B","C","A","A","C","A","D","B","C","A","C","A","C","D","D","D","B",10,"Male","Asian",1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,3,1,1,5,4,7,2,9,100,295,1,2022-12-02 13:56:13,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,"C","C","B","A","C","B","B","A","B","B","D","D","C","C","D","A","C","A","C","E3384",4,2,2,2,0,0,0,2,10,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,5,2,7,125,14,21,28,28,20,14,8,100,582,1,2022-11-30 13:45:27,7,7,7,6,6,5,6,7,6,6,6,6,7,7,7,6,6,7,"B","A",NA,"B","A","D","B","C","D","D","B","B","E3384",4,2,2,2,0,0,0,2,5,1,0,0,1,1,0,1,0,0,0,0,1,5,4,9,115,14,19,24,25,20,13,8
"209","C3395","154cd1","154cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,1120,1,2022-11-28 14:23:47,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","C","D","B","A","C","A","D","A","A","C","B","B","D","B","A","B","C","D","B","C","D","D","C","B","D","A","C","D",13,"Male","White",0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,4,4,4,2,8,6,8,6,14,100,421,1,2022-11-30 14:39:04,4,5,7,6,5,6,6,7,5,5,7,5,6,3,5,4,6,3,"A","B","B","A","C","A","D","B","B","B","B","A","C","C","B","B","B","A","D","C3395",4,4,4,2,4,3,2,5,15,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,5,6,11,95,9,18,24,23,12,9,24,100,263,1,2022-12-02 14:40:09,3,4,4,3,3,4,3,4,6,5,5,4,5,2,7,2,4,2,"B","C",NA,"B","B","B","B","B","A","A","C","B","C3395",4,5,5,5,4,4,2,4,11,1,1,0,1,0,1,1,1,1,0,1,1,3,4,7,70,7,10,17,19,11,6,29
"210","E3407","320ed1","320ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,1214,1,2022-11-28 18:46:11,14,"Male",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","A","B","B","A","C","C","B","A","B","C","B","B","B","B","A","C","C","D","B","C","A","D","B","B","A","C","C","B",25,"Male","Mixed",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,8,4,5,5,13,9,12,10,22,100,846,1,2022-12-02 19:37:27,7,7,1,6,7,6,6,6,7,6,3,7,5,5,5,7,7,7,"A","B","B","A","C","C","B","A","B","B","B","A","C","C","D","B","A","A","B","E307",5,NA,NA,NA,NA,NA,NA,NA,17,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,8,5,13,105,14,14,25,21,17,14,0,100,507,1,2022-11-30 18:57:29,7,7,7,7,7,6,6,5,7,5,6,5,5,3,6,7,7,6,"B","C",NA,"B","B","B","C","B","A","C","C","B","E3407",5,NA,NA,NA,NA,NA,NA,NA,11,1,1,0,1,0,1,0,1,1,0,1,1,3,3,6,109,14,21,24,21,16,13,0
"211","D3418","217dd1","217dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,819,1,2022-11-28 13:27:49,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","A","C","C","B","C","C","B","A","D","C","B","B","B","B","A","C","C","B","B","D","C","B","B","A","D","C","C","B",20,"Male","White",1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,5,5,4,3,9,8,10,7,17,100,250,1,2022-12-02 13:58:19,7,6,6,6,7,6,5,7,7,7,NA,6,6,4,5,5,4,6,"A","B","B","A","C","B","B","A","B","A","B","A","C","C","B","B","D","C","B",NA,4,2,2,3,3,3,2,4,15,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,7,5,12,100,13,19,25,19,14,10,19,100,464,1,2022-11-30 13:43:27,5,4,5,6,4,4,6,2,4,6,6,NA,4,2,3,4,6,7,"B","C",NA,"B","B","B","B","B","D","A","C","B","D3418",4,2,3,1,2,1,1,3,10,1,1,0,1,0,1,1,1,0,0,1,1,6,4,10,78,9,15,16,16,9,13,13
"212","C3429","181cd1","181cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,1143,1,2022-11-28 13:32:13,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","A","A","C","D","B","A","B","C","D","B","B","B","A","C","C","C","B","C","A","B","B","B","A","D","C","B",22,"Male","White",1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,6,5,4,5,10,10,11,9,20,100,588,1,2022-11-30 13:46:14,5,6,6,6,2,5,5,5,4,6,6,5,6,3,5,4,6,3,"A","B","B","A","C","D","B","A","B","B","B","A","C","A","D","B","D","A","B","C3429",4,2,2,4,2,1,2,2,15,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,7,4,11,88,11,14,19,23,12,9,15,100,343,1,2022-12-02 13:57:16,3,5,3,5,2,5,6,6,5,6,6,6,6,3,5,4,3,2,"B","C",NA,"B","B","B","B","B","A","D","C","B","C3429",4,3,3,4,3,3,2,3,10,1,1,0,1,0,1,1,1,1,0,1,1,5,3,8,81,8,10,22,24,12,5,21
"213","A3430","066ad1","066ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,943,1,2022-11-28 13:29:48,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","No","A","B","B","A","C","B","B","A","B","A","D","B","B","B","A","C","C","D","B","A","A","A","B","B","A","A","C","B",21,"Male","White",1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,7,4,3,5,10,9,11,8,19,100,573,1,2022-11-30 13:46:05,6,7,7,7,6,6,5,6,6,6,7,6,7,4,6,7,6,5,"A","B","C","A","D","B","B","A","B","B","B","A","B","C","C","B","A","A","D","A3430",4,3,5,2,4,3,3,5,12,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,5,5,10,110,13,20,23,26,17,11,25,100,320,1,2022-12-02 13:56:44,6,5,6,7,6,5,5,5,6,5,7,4,6,1,4,4,5,6,"B","C",NA,"B","B","B","B","B","A","C","C","B",NA,4,3,4,2,3,3,3,4,11,1,1,0,1,0,1,1,1,1,0,1,1,4,4,8,93,11,19,21,22,9,11,22
"214","F3452","372fd1","372fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,889,1,2022-11-28 13:28:08,12,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a week","Yes","A","B","A","C","A","A","A","D","B","A","B","B","A","B","C","C","B","C","A","B","A","B","A","B","C","B","C","B",13,"Female","White",1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,2,3,5,4,7,7,5,9,14,100,582,1,2022-11-30 13:45:50,5,6,7,7,6,2,4,5,6,6,7,7,6,5,6,4,6,4,"A","B","A","B","C","A","A","A","B","C","B","A","C","B","C","B","B","A","B","F3452",5,NA,NA,NA,NA,NA,NA,NA,12,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,4,5,9,99,11,20,17,26,15,10,0,100,235,1,2022-12-02 13:55:20,6,7,7,7,5,6,4,6,6,6,6,6,7,4,4,4,6,5,"B","C",NA,"B","A","B","A","B","B","B","C","B","F3452",4,2,1,2,2,1,2,2,8,1,1,0,1,1,1,0,1,0,1,1,1,5,3,8,102,13,19,22,25,12,11,12
"215","E3463","330ed1","330ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,857,1,2022-11-28 13:28:40,12,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Never","Yes","A","A","B","A","C","A","B","C","C","D","A","B","B","C","B","C","B","D","B","D","A","B","B","A","B","D","C","B",14,"Female","Black or African American",1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,5,3,1,3,6,6,8,4,12,100,461,1,2022-12-02 13:59:11,4,5,6,6,4,6,3,5,2,4,5,4,4,4,6,4,6,4,"D","A","B","A","A","B","B","B","B","D","D","A","C","C","A","B","A","C","C","E3463",4,2,1,1,3,3,2,3,8,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,3,3,6,82,9,16,16,17,14,10,15,100,780,1,2022-11-30 13:49:13,4,4,6,7,6,5,1,5,4,4,5,4,5,4,6,4,4,4,"B","C",NA,"B","B","B","A","A","C","B","C","B","E3463",4,4,3,3,2,3,2,4,8,1,1,0,1,0,1,0,0,0,1,1,1,5,5,10,82,8,19,15,18,14,8,21
"216","A3474","001ad1","001ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,891,1,2022-11-28 15:23:07,12,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","No","A","C","B","D","C","B","D","A","C","B","B","B","D","B","A","C","B","A","B","B","D","A","C","B","C","B","A","A",12,NA,"Mixed",1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,4,3,3,2,7,5,7,5,12,100,462,1,2022-11-30 15:37:07,7,7,7,7,7,7,7,7,3,7,1,7,1,1,4,2,7,7,"A","B","B","A","C","B","D","B","B","D","B","C","C","B","B","B","B","D","C","A3474",5,NA,NA,NA,NA,NA,NA,NA,11,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,5,3,8,96,14,21,24,16,7,14,0,100,380,1,2022-12-02 15:36:39,7,7,5,7,7,7,7,7,7,7,7,7,7,4,7,4,7,7,"B","C",NA,"B","D","B","B","B","A","B","B","A","A3474",4,1,1,1,0,0,4,4,8,1,1,0,1,0,1,1,1,1,1,0,0,3,2,5,118,14,19,28,28,15,14,11
"217","D3485","210dd1","210dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,1357,1,2022-11-28 15:27:25,12,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3-4 times a week","Yes","D","B","A","B","A","B","B","A","B","A","B","A","B","D","A","A","B","A","B","D","B","B","C","B","C","B","C","B",12,"Female","Black or African American",0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,3,3,2,4,5,7,6,6,12,100,519,1,2022-12-02 15:38:44,4,7,7,7,3,6,6,7,7,5,7,5,7,3,5,4,3,3,"A","B","B","C","C","B","B","A","B","B","D","A","A","B","C","B","D","A","B","D3485",4,4,3,4,4,3,0,5,12,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,6,4,10,96,11,17,26,24,12,6,23,100,675,1,2022-11-30 15:40:43,5,6,7,7,4,4,3,5,7,4,7,7,7,1,6,2,4,4,"B","B",NA,"B","B","B","A","B","A","B","B","B","D3485",4,2,2,2,1,1,0,5,8,1,0,0,1,0,1,0,1,1,1,0,1,3,3,6,90,11,18,19,25,9,8,13
"218","C3496","147cd1","147cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,659,1,2022-11-28 15:18:46,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","B","B","B","A","A","B","C","A","B","C","B","A","C","C","B","B","A","B","B","B","A","A","B","B","B","C","C","B",16,"Male","White",0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,4,5,3,4,7,9,9,7,16,100,358,1,2022-11-30 15:36:08,6,7,7,7,6,4,6,5,7,6,6,6,7,5,7,5,6,6,"C","A","B","A","A","B","B","A","B","A","C","B","B","A","B","B","B","C","B","C3496",4,1,2,1,3,3,1,4,9,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,4,5,9,109,13,20,22,25,17,12,15,100,428,1,2022-12-01 15:33:56,4,4,5,5,5,3,5,4,4,5,5,6,5,2,2,1,3,4,"B","C",NA,"B","A","B","B","B","B","C","C","B","C3496",4,1,1,1,4,4,1,4,10,1,1,0,1,1,1,1,1,0,0,1,1,3,2,5,72,8,15,16,21,5,7,16
"219","D3508","232dd1","232dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,644,1,2022-11-28 15:26:30,14,"Male",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","B","A","C","B","B","B","B","C","B","B","C","A","A","D","A","C","B","C","B","C","B","A","B","B","C","A",14,"Male","Hispanic",1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,6,2,4,3,10,5,8,7,15,100,499,1,2022-12-02 15:22:37,4,4,4,7,7,1,4,4,4,7,7,7,4,1,1,1,4,4,"A","B","A","A","C","A","B","A","B","A","B","A","D","A","B","B","C","A","B","D3508",4,3,2,2,2,2,1,2,13,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,6,5,11,75,8,18,13,25,3,8,14,100,432,1,2022-11-30 15:37:24,4,7,4,7,7,3,4,7,4,7,7,4,7,NA,4,1,4,4,"B","C",NA,"B","B","B","A","B","A","B","C","B","D3508",4,2,3,1,0,3,3,4,9,1,1,0,1,0,1,0,1,1,1,1,1,4,5,9,85,11,18,18,25,5,8,16
"220","A3520","039ad1","039ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,1248,1,2022-11-28 15:29:47,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","A","B","D","A","D","A","B","B","B","B","B","B","A","C","B","C","B","B","B","B","B","A","C","B","C","D",15,"Male","White",1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,3,4,4,3,7,7,7,7,14,100,596,1,2022-11-30 15:41:48,7,7,7,7,6,5,4,3,5,5,6,4,6,4,4,4,4,6,"A","B","A","A","C","A","B","A","B","B","D","A","C","C","D","B","B","A","B","A3520",4,1,3,1,0,0,3,2,15,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,6,6,12,94,14,20,17,21,12,10,10,100,400,1,2022-12-02 15:29:47,6,6,7,6,6,NA,5,6,6,6,6,6,6,4,6,4,5,6,"B","A",NA,"B","D","D","B","B","B","B","C","D","A3520",4,1,1,1,0,0,2,1,6,1,0,0,1,0,0,1,1,0,1,1,0,1,4,5,97,12,19,17,24,14,11,6
"221","B3531","120bd1","120bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,1084,1,2022-11-28 15:27:06,13,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","B","D","D","C","C","C","B","C","B","B","D","A","C","B","B","D","A","B","A","C","D","B","B","B","B","D","C","A",10,"Female","White",0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,3,2,2,3,5,5,5,5,10,100,343,1,2022-12-02 15:26:27,7,7,7,7,7,7,7,4,4,7,7,7,7,4,4,7,7,7,"C","D","C","C","C","B","C","D","C","B","D","D","B","D","D","B","D","B","C","B3531",4,4,4,3,1,3,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,3,114,14,21,22,28,15,14,18,100,318,1,2022-11-30 15:37:02,7,7,7,7,7,7,7,4,7,7,7,7,7,4,4,4,7,7,"B","B",NA,"D","C","B","B","D","D","B","C","D","B3531",4,3,3,2,2,2,1,3,5,1,0,0,0,0,1,1,0,0,1,1,0,4,2,6,114,14,21,25,28,12,14,16
"222","D3542","243dd1","243dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,1192,1,2022-11-28 15:29:28,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","B","A","C","A","B","A","B","C","D","B","B","B","A","C","C","D","B","B","A","B","B","A","B","C","C","B",23,"Male","White",1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,7,6,4,3,11,9,13,7,20,100,431,1,2022-12-02 15:19:30,7,7,7,7,7,7,7,7,7,7,3,7,6,6,4,7,7,7,"A","B","B","A","C","B","B","A","B","B","B","A","C","B","D","B","B","A","B","D3542",4,2,2,2,4,3,4,4,16,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,7,5,12,117,14,21,28,23,17,14,21,100,351,1,2022-11-30 15:41:28,7,7,7,5,6,7,5,7,7,5,6,5,5,7,5,5,7,5,"B","C",NA,"B","B","B","C","A","A","B","C","B","D3542",5,NA,NA,NA,NA,NA,NA,NA,8,1,1,0,1,0,1,0,0,1,1,1,1,4,2,6,108,14,18,26,21,17,12,0
"223","B3575","071bd1","071bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,1088,1,2022-11-28 14:27:03,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a week","Yes","A","B","A","C","C","A","B","A","A","B","B","B","B","B","A","C","C","C","B","A","A","B","B","A","B","A","C","B",18,"Male","White",1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,5,5,3,3,8,8,10,6,16,100,373,1,2022-12-02 14:41:59,6,5,5,4,6,5,5,7,6,4,6,5,6,3,4,6,5,4,"A","B","B","A","C","A","B","A","B","B","B","A","A","C","C","B","A","A","B","B3575",4,2,4,2,3,1,1,4,15,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,7,5,12,92,11,15,23,21,13,9,17,100,451,1,2022-11-30 14:39:26,6,6,5,6,6,4,4,6,5,4,6,5,6,2,5,7,4,5,"B","C",NA,"B","B","B","B","B","A","A","C","B","B3575",4,2,1,1,3,2,1,3,10,1,1,0,1,0,1,1,1,1,0,1,1,4,3,7,92,12,17,19,21,14,9,13
