StudyID,ID1,ID2,Midtest,Posttest,Condition,CognitiveSupports,AffectiveECD,AffectivePOT,Progress,Duration (in seconds),Finished,RecordedDate,Age,Sex,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Pacific Islander,White,Other (enter),Prefer not to say,Other_TEXT,Gaming,Physics,A-NQ1,A-NQ2,A-NQ3,A-NQ4,A-NQ5,A-NQ6,A-NQ7,A-NQ8,A-NQ9,A-NQ10,A-NQ11,A-NQ12,A-NQ13,A-NQ14,A-FQ1,A-FQ2,A-FQ3,A-FQ4,A-FQ5,A-FQ6,A-FQ7,A-FQ8,A-FQ9,A-FQ10,A-FQ11,A-FQ12,A-FQ13,A-FQ14,SC0,Gender,Ethnicity,A-NQ1_scored,A-NQ2_scored,A-NQ3_scored,A-NQ4_scored,A-NQ5_scored,A-NQ6_scored,A-NQ7_scored,A-NQ8_scored,A-NQ9_scored,A-NQ10_scored,A-NQ11_scored,A-NQ12_scored,A-NQ13_scored,A-NQ14_scored,A-FQ1_scored,A-FQ2_scored,A-FQ3_scored,A-FQ4_scored,A-FQ5_scored,A-FQ6_scored,A-FQ7_scored,A-FQ8_scored,A-FQ9_scored,A-FQ10_scored,A-FQ11_scored,A-FQ12_scored,A-FQ13_scored,A-FQ14_scored,NearECT,FarECT,NearPOT,FarPOT,Near,Far,ECT,POT,PhysicsScore,Progress.ect,Duration (in seconds).ect,Finished.ect,RecordedDate.ect,IMI_1,IMI_2,IMI_3,IMI_4,IMI_5,IMI_6,IMI_7,IMI_8,IMI_9,IMI_10,IMI_11,IMI_12,IMI_13,IMI_14,IMI_15,IMI_16,IMI_17,IMI_18,A-NQ1.ect,A-NQ2.ect,A-NQ3.ect,A-NQ4.ect,A-NQ5.ect,A-NQ6.ect,A-NQ7.ect,A-NQ8.ect,A-NQ12.ect,A-NQ13.ect,A-NQ14.ect,A-FQ1.ect,A-FQ2.ect,A-FQ3.ect,A-FQ4.ect,A-FQ5.ect,A-FQ6.ect,A-FQ7.ect,A-FQ8.ect,Q90,Q74,PA1,PA2,PA3,PA4,PA5,PA6,PA7,SC0.ect,A-NQ1_scored.ect,A-NQ2_scored.ect,A-NQ3_scored.ect,A-NQ4_scored.ect,A-NQ5_scored.ect,A-NQ6_scored.ect,A-NQ7_scored.ect,A-NQ8_scored.ect,A-NQ12_scored.ect,A-NQ13_scored.ect,A-NQ14_scored.ect,A-FQ1_scored.ect,A-FQ2_scored.ect,A-FQ3_scored.ect,A-FQ4_scored.ect,A-FQ5_scored.ect,A-FQ6_scored.ect,A-FQ7_scored.ect,A-FQ8_scored.ect,NearECTpost,FarECTpost,ECTpost,IMI,IMI_Enj,IMI_Eng,IMI_PC,IMI_Effort,IMI_Frust,IMI_Value,PA,Progress.pot,Duration (in seconds).pot,Finished.pot,RecordedDate.pot,IMI_1.pot,IMI_2.pot,IMI_3.pot,IMI_4.pot,IMI_5.pot,IMI_6.pot,IMI_7.pot,IMI_8.pot,IMI_9.pot,IMI_10.pot,IMI_11.pot,IMI_12.pot,IMI_13.pot,IMI_14.pot,IMI_15.pot,IMI_16.pot,IMI_17.pot,IMI_18.pot,A-NQ9.pot,A-NQ10.pot,A-NQ11.pot,A-NQ12.pot,A-NQ13.pot,A-NQ14.pot,A-FQ9.pot,A-FQ10.pot,A-FQ11.pot,A-FQ12.pot,A-FQ13.pot,A-FQ14.pot,Q90.pot,Q74.pot,PA1.pot,PA2.pot,PA3.pot,PA4.pot,PA5.pot,PA6.pot,PA7.pot,SC0.pot,A-NQ9_scored.pot,A-NQ10_scored.pot,A-NQ11_scored.pot,A-NQ12_scored.pot,A-NQ13_scored.pot,A-NQ14_scored.pot,A-FQ9_scored.pot,A-FQ10_scored.pot,A-FQ11_scored.pot,A-FQ12_scored.pot,A-FQ13_scored.pot,A-FQ14_scored.pot,NearPOTpost,FarPOTpost,POTpost,IMI.pot,IMI_Enj.pot,IMI_Eng.pot,IMI_PC.pot,IMI_Effort.pot,IMI_Frust.pot,IMI_Value.pot,PA.pot
A3339,025ad1,025ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,856,1,2022-11-28T13:29:39Z,12,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a month or less,Yes,Draw an object with a larger mass,More than before,Not enough information,Both,Dropped from point A,The red box ,Attach a weight to the springboard and then release,A,B,B,Make the blue stick longer,B,B,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Somewhere above Position 3,The blue cart,the least at A,Increase the mass of the ball,The first dive bent the board less than the second dive,Replace 4 kg with 8 kg and move it to point A,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, less,16,Male,White,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,4,3,3,5,7,8,7,8,15,100,655,1,2022-11-30T13:46:43Z,6,7,7,7,6,4,3,5,6,5,5,5,6,4,4,7,7,6,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a light weight on point B,More information is needed to answer the question,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive,A3339,4,4,2,2,4,3,1,5,14,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,7,4,11,100,13,20,18,21,15,13,21,100,278,1,2022-12-02T13:56:00Z,2,2,3,2,2,1,2,3,6,3,3,2,3,2,2,1,3,5,Not enough information,C,NA,A,C,Attach a heavy weight on point B,Replace 4 kg with 8 kg and move it to point A,They both have an equal effect on the door’s movement, Equal to 1 m,A,By moving the object closer to the tree trunk,  the same,A3339,5,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0,1,0,0,0,0,1,0,4,4,8,47,4,7,12,11,5,8,0
B3340,096bd1,096bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,1074,1,2022-11-28T13:32:37Z,12,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a month or less,Yes,Draw an object with a larger mass,The same as before,A,A,Dropped from point C,Not enough information,Increase the mass of the ball,A,B,C,Make the blue stick longer,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,More information is needed to answer the question,B,By moving the object closer to the tree trunk, less,21,Female,White,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,4,7,4,5,8,12,11,9,20,100,254,1,2022-12-02T13:55:33Z,3,5,4,5,4,2,3,3,4,4,3,4,6,3,NA,6,4,3,Draw an object with a larger mass,Less than before,B,Neither of them,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,A,Attach a heavy weight on point B,The ball in picture A,More information is needed to answer the question,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at A,Increase the mass of weight B,The first dive bent the board less than the second dive,B3340,5,NA,NA,NA,NA,NA,NA,NA,11,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,5,4,9,66,8,13,12,17,9,7,0,100,592,1,2022-11-30T13:46:02Z,2,4,6,5,2,5,4,3,7,4,6,4,2,3,2,1,3,5,B,A,NA,B,C,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, less,NA,4,5,3,4,4,3,4,5,7,1,0,0,1,0,1,1,1,0,1,1,1,2,5,7,68,6,13,19,16,6,8,28
A3351,042ad1,042ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1036,1,2022-11-28T13:28:26Z,12,Female,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a month or less,Yes,Draw an object with a larger mass,Not enough information,A,A,No difference,Not enough information,Attach a weight to the springboard and then release,C,B,C,Decrease green ball's mass,B,A,Attach a heavy weight on point B,The balls will move at the same speed,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,More information is needed to answer the question,We don’t know because she already jumped, Both,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,17,Female,Mixed,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,3,3,6,4,9,7,6,10,16,100,606,1,2022-11-30T13:46:16Z,6,6,6,7,7,4,2,2,4,4,6,5,4,1,3,2,6,6,Draw an object with a larger mass,More than before,A,A,Dropped from point A,Not enough information,Attach a weight to the springboard and then release,All points will have the same effect on the ball,B,B,Attach a light weight on point B,The ball in picture A,More information is needed to answer the question,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,always constant,Decrease the mass of the ball,The first dive bent the board less than the second dive,A3351,4,2,4,3,3,2,1,3,9,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,4,3,7,81,12,20,12,19,6,12,18,100,202,1,2022-12-02T13:54:39Z,6,7,7,6,7,4,3,6,4,4,7,NA,6,1,3,5,6,5,B,C,NA,B,B,Attach a light weight on point A,Replace 4 kg with 8 kg and move it to point A,Lynn, Greater than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,NA,4,4,1,3,3,3,2,3,9,1,1,0,1,0,0,0,1,0,0,1,1,3,5,8,87,13,20,17,17,9,11,19
B3362,077bd1,077bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,2358,1,2022-11-28T13:55:02Z,12,Female,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Once a month or less,Yes,Draw an object with a smaller mass,More than before,B,Neither of them,No difference,The blue box ,None of the above,C,B,B,Decrease green ball's mass,B,A,Attach a heavy weight on point B,More information is needed to answer the question,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,always constant,Increase the mass of the ball,The first dive bent the board less than the second dive, Both,Lynn, Greater than 1 m,B,By moving the object farther from the tree trunk, less,14,Female,Black or African American,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,2,5,5,3,7,8,7,8,15,100,334,1,2022-12-02T13:57:03Z,4,7,7,7,4,4,4,4,7,4,7,4,7,3,7,4,4,7,Draw an object with a larger mass,The same as before,B,A,Dropped from point B,The blue box ,Attach a weight to the springboard ,B,B,C,Attach a light weight on point B,The balls will move at the same speed,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Position 3,The blue cart,the least at A,Decrease the mass of the ball,The first dive bent the board less than the second dive,B3362,4,1,1,1,4,0,0,2,8,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,3,6,95,11,18,19,22,14,11,9,100,512,1,2022-11-30T13:45:08Z,5,7,6,4,4,4,4,4,6,7,7,7,7,4,7,2,4,7,B,A,NA,B,A,Attach a light weight on point A,Replace 4 kg with 8 kg and move it to point A,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, more,B3362,4,1,2,1,0,0,4,3,5,1,0,0,1,1,0,0,1,0,1,1,0,3,5,8,96,12,14,18,28,13,11,11
E3373,287ed1,287ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,959,1,2022-11-28T13:31:18Z,12,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a month or less,Yes,Draw an object with a larger mass,More than before,Not enough information,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,C,Make the blue stick longer,B,All would work,Attach a heavy weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Increase the mass of the ball,Both dives bent the board the same amount, Both,They both have an equal effect on the door’s movement,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, more,16,Female,White,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,6,3,3,2,9,5,9,5,14,100,444,1,2022-12-02T13:59:09Z,5,5,5,5,6,4,3,3,3,5,5,5,5,1,2,1,7,6,Draw an object with a larger mass,More than before,B,Neither of them,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,All would work,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Somewhere between Position 2 and Position 3,The blue cart,the least at A,Increase the mass of the ball,Both dives bent the board the same amount,E3373,5,NA,NA,NA,NA,NA,NA,NA,11,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,6,2,8,76,10,16,13,20,4,13,0,100,523,1,2022-11-30T13:44:41Z,4,5,6,4,5,3,3,4,2,5,6,6,5,1,2,3,6,4,B,C,NA,B,All would work,Attach a heavy weight on point A, Replace 4 kg with 8 kg and move it to point B,Tom,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, more,E3373,5,NA,NA,NA,NA,NA,NA,NA,8,1,1,0,1,0,0,1,0,1,0,1,0,3,5,8,74,9,15,12,22,6,10,0
E3384,279ed1,279ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,757,1,2022-11-28T13:25:41Z,13,Male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Once a week,Yes,Draw an object with a larger mass,Not enough information,No difference,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,B,Not enough information,All would work,Make the blue stick shorter,B,C,Attach a light weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Somewhere above Position 3,The blue cart,the least at C,Increase the mass of the ball,The second dive bent the board less than the first dive,Replace 4 kg with 8 kg and move it to point A,They both have an equal effect on the door’s movement,More information is needed to answer the question,Not enough information,Moving the object won't make a difference, less,10,Male,Asian,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,3,1,1,5,4,7,2,9,100,295,1,2022-12-02T13:56:13Z,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,Draw the object closer to the center of the lever,Less than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point A,More information is needed to answer the question,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The red cart,the least at C,Increase the mass of the ball,The second dive bent the board less than the first dive,E3384,4,2,2,2,0,0,0,2,10,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,5,2,7,125,14,21,28,28,20,14,8,100,582,1,2022-11-30T13:45:27Z,7,7,7,6,6,5,6,7,6,6,6,6,7,7,7,6,6,7,B,A,NA,B,A,Attach a heavy weight on point A, Replace 4 kg with 8 kg and move it to point B,They both have an equal effect on the door’s movement,More information is needed to answer the question,Not enough information,By moving the object farther from the tree trunk, less,E3384,4,2,2,2,0,0,0,2,5,1,0,0,1,1,0,1,0,0,0,0,1,5,4,9,115,14,19,24,25,20,13,8
C3395,154cd1,154cd2,ECT,POT,C,TRUE,TRUE,FALSE,100,1120,1,2022-11-28T14:23:47Z,12,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,Yes,Draw the object closer to the center of the lever,Not enough information,B,A,Dropped from point C,The red box ,None of the above,A,A ,C,Decrease green ball's mass,B,All would work,Attach a heavy weight on point B,The ball in picture A,B will be launched higher than A,A will be faster than B,Somewhere above Position 3,The blue cart,the least at C,More information is needed to answer the question,We don’t know because she already jumped, Both,Lynn,More information is needed to answer the question,A,By moving the object closer to the tree trunk,more information is needed,13,Male,White,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,4,4,4,2,8,6,8,6,14,100,421,1,2022-11-30T14:39:04Z,4,5,7,6,5,6,6,7,5,5,7,5,6,3,5,4,6,3,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,None of the above,B,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,the least at B,Increase the mass of the ball,We don’t know because she already jumped,C3395,4,4,4,2,4,3,2,5,15,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,5,6,11,95,9,18,24,23,12,9,24,100,263,1,2022-12-02T14:40:09Z,3,4,4,3,3,4,3,4,6,5,5,4,5,2,7,2,4,2,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,A,By moving the object closer to the tree trunk, less,C3395,4,5,5,5,4,4,2,4,11,1,1,0,1,0,1,1,1,1,0,1,1,3,4,7,70,7,10,17,19,11,6,29
E3407,320ed1,320ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,1214,1,2022-11-28T18:46:11Z,14,Male,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,Yes,Draw an object with a larger mass,More than before,B,A,Dropped from point C,No difference,Attach a weight to the springboard and then release,A,B,C,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at C,Increase the mass of the ball,We don’t know because she already jumped, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,25,Male,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,8,4,5,5,13,9,12,10,22,100,846,1,2022-12-02T19:37:27Z,7,7,1,6,7,6,6,6,7,6,3,7,5,5,5,7,7,7,Draw an object with a larger mass,More than before,B,A,Dropped from point C,No difference,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at A,Increase the mass of the ball,The first dive bent the board less than the second dive,E307,5,NA,NA,NA,NA,NA,NA,NA,17,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,8,5,13,105,14,14,25,21,17,14,0,100,507,1,2022-11-30T18:57:29Z,7,7,7,7,7,6,6,5,7,5,6,5,5,3,6,7,7,6,B,C,NA,B,B,Attach a heavy weight on point B, Both,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,E3407,5,NA,NA,NA,NA,NA,NA,NA,11,1,1,0,1,0,1,0,1,1,0,1,1,3,3,6,109,14,21,24,21,16,13,0
D3418,217dd1,217dd2,POT,ECT,D,TRUE,FALSE,TRUE,100,819,1,2022-11-28T13:27:49Z,13,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,Yes,Draw an object with a larger mass,Less than before,No difference,B,Dropped from point C,No difference,Attach a weight to the springboard and then release,A,Not enough information,C,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,always constant,Increase the mass of weight B,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Tom,More information is needed to answer the question,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,20,Male,White,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,5,5,4,3,9,8,10,7,17,100,250,1,2022-12-02T13:58:19Z,7,6,6,6,7,6,5,7,7,7,NA,6,6,4,5,5,4,6,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,A,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,always constant,Increase the mass of weight B,The first dive bent the board less than the second dive,NA,4,2,2,3,3,3,2,4,15,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,7,5,12,100,13,19,25,19,14,10,19,100,464,1,2022-11-30T13:43:27Z,5,4,5,6,4,4,6,2,4,6,6,NA,4,2,3,4,6,7,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,More information is needed to answer the question,A,By moving the object closer to the tree trunk, less,D3418,4,2,3,1,2,1,1,3,10,1,1,0,1,0,1,1,1,0,0,1,1,6,4,10,78,9,15,16,16,9,13,13
C3429,181cd1,181cd2,ECT,POT,C,TRUE,TRUE,FALSE,100,1143,1,2022-11-28T13:32:13Z,13,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,A,A,Dropped from point C,Not enough information,Attach a weight to the springboard and then release,A,B,C,Make the blue stick longer,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Not enough information,By moving the object closer to the tree trunk, less,22,Male,White,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,6,5,4,5,10,10,11,9,20,100,588,1,2022-11-30T13:46:14Z,5,6,6,6,2,5,5,5,4,6,6,5,6,3,5,4,6,3,Draw an object with a larger mass,More than before,B,A,Dropped from point C,Not enough information,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Somewhere above Position 3,The blue cart,always constant,Increase the mass of the ball,The first dive bent the board less than the second dive,C3429,4,2,2,4,2,1,2,2,15,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,7,4,11,88,11,14,19,23,12,9,15,100,343,1,2022-12-02T13:57:16Z,3,5,3,5,2,5,6,6,5,6,6,6,6,3,5,4,3,2,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Not enough information,By moving the object closer to the tree trunk, less,C3429,4,3,3,4,3,3,2,3,10,1,1,0,1,0,1,1,1,1,0,1,1,5,3,8,81,8,10,22,24,12,5,21
A3430,066ad1,066ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,943,1,2022-11-28T13:29:48Z,12,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,No,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,A,Make the blue stick longer,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at A,Increase the mass of the ball,Both dives bent the board the same amount, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,A,By moving the object closer to the tree trunk, less,21,Male,White,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,7,4,3,5,10,9,11,8,19,100,573,1,2022-11-30T13:46:05Z,6,7,7,7,6,6,5,6,6,6,7,6,7,4,6,7,6,5,Draw an object with a larger mass,More than before,No difference,A,No difference,The blue box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,B will be launched higher than A,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at A,Increase the mass of the ball,We don’t know because she already jumped,A3430,4,3,5,2,4,3,3,5,12,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,5,5,10,110,13,20,23,26,17,11,25,100,320,1,2022-12-02T13:56:44Z,6,5,6,7,6,5,5,5,6,5,7,4,6,1,4,4,5,6,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,NA,4,3,4,2,3,3,3,4,11,1,1,0,1,0,1,1,1,1,0,1,1,4,4,8,93,11,19,21,22,9,11,22
F3452,372fd1,372fd2,ECT,POT,F,FALSE,FALSE,FALSE,100,889,1,2022-11-28T13:28:08Z,12,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a week,Yes,Draw an object with a larger mass,More than before,A,Both,Dropped from point A,The red box ,Attach a weight to the springboard ,All points will have the same effect on the ball,B,A,Decrease green ball's mass,B,A,Attach a heavy weight on point B,The balls will move at the same speed,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The red cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,Replace 4 kg with 8 kg and move it to point A,Lynn, Equal to 1 m,B,By moving the object closer to the tree trunk, less,13,Female,White,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,2,3,5,4,7,7,5,9,14,100,582,1,2022-11-30T13:45:50Z,5,6,7,7,6,2,4,5,6,6,7,7,6,5,6,4,6,4,Draw an object with a larger mass,More than before,A,B,Dropped from point C,The red box ,Attach a weight to the springboard ,A,B,C,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,F3452,5,NA,NA,NA,NA,NA,NA,NA,12,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,4,5,9,99,11,20,17,26,15,10,0,100,235,1,2022-12-02T13:55:20Z,6,7,7,7,5,6,4,6,6,6,6,6,7,4,4,4,6,5,B,C,NA,B,A,Attach a heavy weight on point B,Replace 4 kg with 8 kg and move it to point A,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, less,F3452,4,2,1,2,2,1,2,2,8,1,1,0,1,1,1,0,1,0,1,1,1,5,3,8,102,13,19,22,25,12,11,12
