StudyID,ID1,ID2,Midtest,Posttest,Condition,CognitiveSupports,AffectiveECD,AffectivePOT,Progress,Duration (in seconds),Finished,RecordedDate,Age,Sex,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Pacific Islander,White,Other (enter),Prefer not to say,Other_TEXT,Gaming,Physics,A-NQ1,A-NQ2,A-NQ3,A-NQ4,A-NQ5,A-NQ6,A-NQ7,A-NQ8,A-NQ9,A-NQ10,A-NQ11,A-NQ12,A-NQ13,A-NQ14,A-FQ1,A-FQ2,A-FQ3,A-FQ4,A-FQ5,A-FQ6,A-FQ7,A-FQ8,A-FQ9,A-FQ10,A-FQ11,A-FQ12,A-FQ13,A-FQ14,SC0,Gender,Ethnicity,A-NQ1_scored,A-NQ2_scored,A-NQ3_scored,A-NQ4_scored,A-NQ5_scored,A-NQ6_scored,A-NQ7_scored,A-NQ8_scored,A-NQ9_scored,A-NQ10_scored,A-NQ11_scored,A-NQ12_scored,A-NQ13_scored,A-NQ14_scored,A-FQ1_scored,A-FQ2_scored,A-FQ3_scored,A-FQ4_scored,A-FQ5_scored,A-FQ6_scored,A-FQ7_scored,A-FQ8_scored,A-FQ9_scored,A-FQ10_scored,A-FQ11_scored,A-FQ12_scored,A-FQ13_scored,A-FQ14_scored,NearECT,FarECT,NearPOT,FarPOT,Near,Far,ECT,POT,PhysicsScore,Progress.ect,Duration (in seconds).ect,Finished.ect,RecordedDate.ect,IMI_1,IMI_2,IMI_3,IMI_4,IMI_5,IMI_6,IMI_7,IMI_8,IMI_9,IMI_10,IMI_11,IMI_12,IMI_13,IMI_14,IMI_15,IMI_16,IMI_17,IMI_18,A-NQ1.ect,A-NQ2.ect,A-NQ3.ect,A-NQ4.ect,A-NQ5.ect,A-NQ6.ect,A-NQ7.ect,A-NQ8.ect,A-NQ12.ect,A-NQ13.ect,A-NQ14.ect,A-FQ1.ect,A-FQ2.ect,A-FQ3.ect,A-FQ4.ect,A-FQ5.ect,A-FQ6.ect,A-FQ7.ect,A-FQ8.ect,Q90,Q74,PA1,PA2,PA3,PA4,PA5,PA6,PA7,SC0.ect,A-NQ1_scored.ect,A-NQ2_scored.ect,A-NQ3_scored.ect,A-NQ4_scored.ect,A-NQ5_scored.ect,A-NQ6_scored.ect,A-NQ7_scored.ect,A-NQ8_scored.ect,A-NQ12_scored.ect,A-NQ13_scored.ect,A-NQ14_scored.ect,A-FQ1_scored.ect,A-FQ2_scored.ect,A-FQ3_scored.ect,A-FQ4_scored.ect,A-FQ5_scored.ect,A-FQ6_scored.ect,A-FQ7_scored.ect,A-FQ8_scored.ect,NearECTpost,FarECTpost,ECTpost,IMI,IMI_Enj,IMI_Eng,IMI_PC,IMI_Effort,IMI_Frust,IMI_Value,PA,Progress.pot,Duration (in seconds).pot,Finished.pot,RecordedDate.pot,IMI_1.pot,IMI_2.pot,IMI_3.pot,IMI_4.pot,IMI_5.pot,IMI_6.pot,IMI_7.pot,IMI_8.pot,IMI_9.pot,IMI_10.pot,IMI_11.pot,IMI_12.pot,IMI_13.pot,IMI_14.pot,IMI_15.pot,IMI_16.pot,IMI_17.pot,IMI_18.pot,A-NQ9.pot,A-NQ10.pot,A-NQ11.pot,A-NQ12.pot,A-NQ13.pot,A-NQ14.pot,A-FQ9.pot,A-FQ10.pot,A-FQ11.pot,A-FQ12.pot,A-FQ13.pot,A-FQ14.pot,Q90.pot,Q74.pot,PA1.pot,PA2.pot,PA3.pot,PA4.pot,PA5.pot,PA6.pot,PA7.pot,SC0.pot,A-NQ9_scored.pot,A-NQ10_scored.pot,A-NQ11_scored.pot,A-NQ12_scored.pot,A-NQ13_scored.pot,A-NQ14_scored.pot,A-FQ9_scored.pot,A-FQ10_scored.pot,A-FQ11_scored.pot,A-FQ12_scored.pot,A-FQ13_scored.pot,A-FQ14_scored.pot,NearPOTpost,FarPOTpost,POTpost,IMI.pot,IMI_Enj.pot,IMI_Eng.pot,IMI_PC.pot,IMI_Effort.pot,IMI_Frust.pot,IMI_Value.pot,PA.pot
D1854,216dd1,216dd2,POT,ECT,D,TRUE,FALSE,TRUE,100,1162,1,2022-11-28T17:48:04Z,13,Male,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,No difference,A,Dropped from point C,The red box ,Attach a weight to the springboard ,A,B,C,Decrease green ball's mass,B,A,Attach a heavy weight on point B,The ball in picture A,B will be launched higher than A,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Decrease the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, less,18,Male,Hispanic,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,5,5,6,5,11,10,10,11,21,100,727,1,2022-12-02T18:02:58Z,5,5,6,6,5,4,4,6,5,4,5,4,5,4,5,4,4,6,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,B will be launched higher than A,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,always constant,Decrease the mass of the ball,The first dive bent the board less than the second dive,D1854,4,2,2,1,1,1,1,2,14,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,7,5,12,87,10,17,19,18,13,10,10,100,702,1,2022-11-30T18:08:39Z,4,4,5,6,5,4,4,5,5,6,5,4,5,3,5,5,4,6,B,C,NA,B,A,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, less,D1854,4,2,2,2,1,1,1,2,9,1,1,0,1,1,1,1,1,0,1,1,1,2,4,6,85,8,16,18,20,13,10,11
D1865,254dd1,254dd2,POT,ECT,D,TRUE,FALSE,TRUE,100,924,1,2022-11-28T17:43:03Z,12,Female,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a month or less,Yes,Draw the object closer to the center of the lever,More than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,A,Make the blue stick longer,B,A,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Decrease the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Tom, Greater than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,18,Female,Mixed,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,6,4,4,3,10,7,10,7,17,100,600,1,2022-12-02T17:59:54Z,3,3,4,7,1,3,3,5,3,4,6,5,5,3,5,7,2,4,Draw an object with a larger mass,More than before,A,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,Both will reach the same height,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The second dive bent the board less than the first dive,D1865,4,2,2,1,2,3,2,5,14,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,6,5,11,73,6,12,14,20,15,6,17,100,475,1,2022-11-30T18:03:47Z,4,4,4,6,4,2,4,3,3,4,6,5,7,4,4,4,2,5,B,A,NA,B,B,Attach a heavy weight on point B, Both,Tom, Greater than 1 m,B,By moving the object closer to the tree trunk, less,D1865,4,3,4,2,2,0,2,3,7,1,0,0,1,0,1,0,0,0,1,1,1,3,3,6,75,8,14,12,22,12,7,16
F1898,340fd1,340fd2,ECT,POT,F,FALSE,FALSE,FALSE,100,1515,1,2022-11-28T14:34:42Z,13,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Never,Yes,Draw an object with a smaller mass,Not enough information,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,C,B,B,Make the blue stick longer,Not enough information,C,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere above Position 3,The blue cart,the least at B,Decrease the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Tom,More information is needed to answer the question,A,By moving the object closer to the tree trunk, less,14,Female,White,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,4,4,2,3,6,7,8,5,13,100,617,1,2022-11-30T14:39:58Z,7,7,7,7,6,4,4,7,4,7,7,7,7,1,4,4,7,7,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,C,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,always constant,Decrease the mass of the ball,The first dive bent the board less than the second dive,F1898,4,1,1,2,0,0,0,2,15,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,7,5,12,104,14,20,19,28,9,14,6,100,636,1,2022-12-02T14:41:29Z,7,4,7,4,7,4,4,4,7,7,7,NA,7,1,4,1,4,6,B,C,NA,B,A,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn, Equal to 1 m,A,By moving the object closer to the tree trunk, less,F1898,4,2,1,2,0,0,0,3,9,1,1,0,1,1,1,1,1,0,0,1,1,3,6,9,85,11,18,19,21,6,10,8
D1900,265dd1,265dd2,POT,ECT,D,TRUE,FALSE,TRUE,100,951,1,2022-11-28T17:57:05Z,13,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,No difference,A,Dropped from point C,Not enough information,Attach a weight to the springboard and then release,A,B,C,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at C,Decrease the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Not enough information,By moving the object closer to the tree trunk, less,22,Male,White,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,6,4,5,5,11,9,10,10,20,100,358,1,2022-12-02T18:04:39Z,6,7,7,6,7,7,6,7,7,6,7,6,7,1,3,5,7,6,Draw an object with a larger mass,More than before,B,A,Dropped from point C,Not enough information,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,D1900,5,NA,NA,NA,NA,NA,NA,NA,17,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,7,6,13,108,13,20,27,26,9,13,0,100,322,1,2022-11-30T18:04:35Z,7,7,7,6,6,6,5,5,5,6,7,7,7,3,4,5,6,6,B,C,Increase green ball's mass,B,A,Attach a heavy weight on point A,Replace 4 kg with 8 kg and move it to point A,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, more,D1900,5,NA,NA,NA,NA,NA,NA,NA,6,1,1,0,1,1,0,0,1,1,1,1,0,3,4,7,105,14,19,21,27,12,12,0
D1911,211dd1,211dd2,POT,ECT,D,TRUE,FALSE,TRUE,100,1045,1,2022-11-28T18:06:39Z,13,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Once a week,No,Draw an object with a larger mass,More than before,A,A,Dropped from point A,The red box ,Attach a weight to the springboard and then release,A,A ,C,Decrease green ball's mass,B,B,Attach a light weight on point B,The ball in picture B,B will be launched higher than A,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,B,By moving the object farther from the tree trunk, less,18,Male,Black or African American,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,5,6,3,5,8,11,11,8,19,100,501,1,2022-12-02T18:06:47Z,5,7,6,7,6,6,5,7,7,5,6,6,7,4,4,7,6,4,Draw an object with a larger mass,More than before,B,A,Dropped from point B,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The balls will move at the same speed,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,the least at A,Decrease the mass of the ball,The first dive bent the board less than the second dive,D1911,4,2,3,3,0,0,3,3,14,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,6,4,10,105,12,19,25,24,15,10,14,100,400,1,2022-11-30T18:06:19Z,7,7,7,7,7,6,6,5,6,6,6,4,7,4,6,6,4,5,B,C,NA,B,A,Attach a light weight on point A, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, less,D1911,4,3,3,1,3,4,3,4,8,1,1,0,1,1,0,1,1,0,1,1,1,4,5,9,106,14,21,23,23,16,9,21
B1933,091bd1,091bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,1150,1,2022-11-28T17:58:53Z,15,Male,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a week,Yes,Draw an object with a larger mass,More than before,A,Both,Dropped from point C,The red box ,Attach a weight to the springboard and then release,B,B,B,Increase green ball's mass,B,C,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere above Position 3,The blue cart,the least at C,Increase the mass of the ball,The second dive bent the board less than the first dive, Replace 4 kg with 8 kg and move it to point B,Lynn, Equal to 1 m,B,By moving the object closer to the tree trunk, more,14,Male,Mixed,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,4,3,3,4,7,7,7,7,14,100,530,1,2022-12-02T18:07:11Z,7,7,7,2,4,NA,7,7,7,4,7,7,7,4,4,2,7,6,Draw an object with a larger mass,More than before,B,A,Dropped from point B,No difference,Attach a weight to the springboard and then release,A,B,A,Attach a light weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,Both will have the same speed,the least at B,Increase the mass of weight B,The second dive bent the board less than the first dive,NA,4,1,1,2,2,3,3,3,12,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,7,3,10,96,14,13,21,25,10,13,15,100,376,1,2022-11-30T18:09:21Z,7,7,1,1,4,4,6,7,7,6,6,7,7,1,4,2,4,4,B,C,NA,B,A,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Tom, Equal to 1 m,B,By moving the object closer to the tree trunk, more,NA,4,2,3,2,3,4,2,4,6,1,1,0,1,1,1,1,0,0,1,1,0,3,3,6,85,14,6,24,26,7,8,20
B1944,114bd1,114bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,1248,1,2022-11-28T18:00:32Z,14,Female,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Once a month or less,Yes,Draw the object closer to the center of the lever,Not enough information,No difference,B,Dropped from point C,The red box ,Attach a weight to the springboard and then release,C,A ,C,Increase green ball's mass,B,B,Attach a heavy weight on point B,The balls will move at the same speed,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of weight B,We don’t know because she already jumped,Replace 4 kg with 8 kg and move it to point A,Tom,Less than 1 m,A,By moving the object farther from the tree trunk, less,12,Female,Mixed,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,2,3,3,2,5,5,5,5,10,100,578,1,2022-12-02T18:08:05Z,7,4,7,7,7,4,7,7,7,7,7,7,7,5,6,5,4,4,Draw an object with a smaller mass,More than before,A,B,Dropped from point C,The red box ,None of the above,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 2,The blue cart,the least at C,Increase the mass of weight B,The first dive bent the board less than the second dive,B1944,4,2,3,2,3,1,3,3,11,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,3,4,7,109,11,21,25,28,16,8,17,62,565,0,2022-12-07T18:09:05Z,4,5,5,6,6,3,3,4,7,7,7,7,7,4,3,2,3,6,B,C,NA,NA,B,NA,Replace 4 kg with 8 kg and move it to point A,Lynn, Equal to 1 m,A,By moving the object farther from the tree trunk, less,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,0,NA,0,1,0,0,0,1,1,2,3,89,9,17,17,28,9,9,0
E1966,318ed1,318ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,789,1,2022-11-28T17:52:53Z,14,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a month or less,Yes,Draw an object with a larger mass,More than before,B,B,Dropped from point C,The red box ,Increase the mass of the ball,A,B,C,Make the blue stick longer,B,B,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 2,The blue cart,the least at A,Increase the mass of the ball,The second dive bent the board less than the first dive, Both,Lynn, Greater than 1 m,A,By moving the object farther from the tree trunk, less,16,Female,White,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,5,3,4,2,9,5,8,6,14,100,393,1,2022-12-02T18:04:52Z,5,7,7,7,6,7,6,6,7,7,7,6,7,6,6,6,6,7,Draw an object with a larger mass,More than before,B,Both,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture B,A will be launched higher than B,A will be faster than B,Somewhere above Position 3,The blue cart,the least at B,Decrease the mass of the ball,The first dive bent the board less than the second dive,E1966,5,NA,NA,NA,NA,NA,NA,NA,13,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,6,4,10,116,12,20,26,27,18,13,0,100,339,1,2022-11-30T18:04:02Z,4,4,5,7,5,5,5,5,6,5,7,6,7,2,5,3,4,4,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,A,By moving the object closer to the tree trunk, less,E1966,5,NA,NA,NA,NA,NA,NA,NA,10,1,1,0,1,0,1,1,1,0,0,1,1,1,4,5,89,8,17,21,25,10,8,0
D1988,208dd1,208dd2,POT,ECT,D,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,293,1,2022-12-02T18:05:38Z,1,1,1,7,1,1,1,1,6,2,6,2,6,7,1,1,1,1,Draw an object with a larger mass,Not enough information,A,B,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,C,B,C,Attach a heavy weight on point B,The ball in picture B,B will be launched higher than A,B will be faster than A,Somewhere between Position 2 and Position 3,The red cart,the least at A,Decrease the mass of the ball,We don’t know because she already jumped,D1988,5,NA,NA,NA,NA,NA,NA,NA,5,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3,1,4,47,2,9,9,16,9,2,0,100,325,1,2022-11-30T18:06:08Z,1,2,6,6,2,1,1,1,1,3,5,7,6,1,1,1,3,1,Not enough information,C,NA,A,B,Attach a light weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn, Equal to 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,D1988,4,5,5,4,3,4,0,5,7,0,1,0,0,0,0,1,1,0,0,1,1,3,2,5,49,3,14,4,21,3,4,26
D2002,244dd1,244dd2,POT,ECT,D,TRUE,FALSE,TRUE,100,1680,1,2022-11-28T14:42:26Z,12,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a week,Yes,Draw an object with a larger mass,More than before,Not enough information,Neither of them,Dropped from point C,Not enough information,Attach a weight to the springboard and then release,A,B,C,Increase green ball's mass,B,C,Attach a light weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere above Position 3,The blue cart,the least at A,More information is needed to answer the question,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Tom,More information is needed to answer the question,Not enough information,By moving the object closer to the tree trunk, more,14,Female,White,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,5,3,3,2,8,5,8,5,13,100,756,1,2022-12-02T14:47:23Z,3,3,4,4,4,3,2,4,2,4,3,2,4,3,3,4,3,3,Draw an object with a larger mass,More than before,Not enough information,A,Dropped from point C,The blue box ,Attach a weight to the springboard ,A,B,B,Attach a heavy weight on point B,The ball in picture A,More information is needed to answer the question,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at A,Decrease the mass of the ball,The first dive bent the board less than the second dive,D2002,4,2,2,2,3,3,3,2,12,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,5,4,9,58,6,12,11,13,10,6,17,100,487,1,2022-11-30T14:37:34Z,4,4,4,4,4,3,2,5,2,3,3,2,3,6,6,6,4,4,Not enough information,B,NA,B,A,Attach a light weight on point A, Replace 4 kg with 8 kg and move it to point B,Lynn,More information is needed to answer the question,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, more,D2002,5,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,1,1,0,1,1,0,0,1,0,4,5,9,69,8,12,12,11,18,8,0
B2013,130bd1,130bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,1675,1,2022-11-28T14:42:06Z,12,Female,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,No,Draw an object with a larger mass,More than before,Not enough information,B,Dropped from point A,The blue box ,Increase the mass of the ball,All points will have the same effect on the ball,No difference,C,Make the blue stick longer,B,C,Attach a light weight on point A,The ball in picture B,A and B will be launched the same height because both masses start at the same height,More information is needed to answer the question,Somewhere between Position 2 and Position 3,The blue cart,the least at C,More information is needed to answer the question,The first dive bent the board less than the second dive,Neither,Lynn,More information is needed to answer the question,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,11,Female,Black or African American,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,2,2,2,3,4,5,4,5,9,100,592,1,2022-12-02T14:41:02Z,6,7,6,5,6,5,5,7,6,5,6,7,6,4,4,6,7,7,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point A,The ball in picture B,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive,B2013,4,2,1,1,2,2,3,3,14,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,7,4,11,105,13,17,23,24,14,14,14,100,591,1,2022-11-30T14:39:13Z,6,6,7,6,6,4,4,4,4,6,7,5,3,5,7,6,6,6,No difference,C,NA,B,All would work,Attach a heavy weight on point A, Replace 4 kg with 8 kg and move it to point B,Lynn,More information is needed to answer the question,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,B2013,4,2,1,2,2,1,2,3,7,0,1,0,1,0,0,1,1,0,0,1,1,6,3,9,98,12,19,16,21,18,12,13
F2024,386fd1,386fd2,ECT,POT,F,FALSE,FALSE,FALSE,100,1059,1,2022-11-28T14:32:05Z,12,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Once a week,No,None of the above would help,More than before,No difference,A,No difference,No difference,Increase the mass of the ball,All points will have the same effect on the ball,B,C,Decrease green ball's mass,B,All would work,Attach a light weight on point B,The ball in picture B,B will be launched higher than A,B will be faster than A,Somewhere above Position 3,The blue cart,the least at B,Increase the mass of weight B,Both dives bent the board the same amount,Neither,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk,more information is needed,11,Male,Black or African American,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,3,3,4,3,7,6,6,7,13,100,533,1,2022-11-30T14:38:34Z,5,6,6,1,5,6,7,7,3,6,4,2,1,2,3,6,7,6,Draw an object with a smaller mass,More than before,Not enough information,Both,Dropped from point C,The blue box ,None of the above,B,Both will reach the same height,All would work,Attach a heavy weight on point B,More information is needed to answer the question,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Decrease the mass of the ball,The second dive bent the board less than the first dive,F2024,4,4,2,3,1,2,4,2,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,3,83,11,12,23,13,11,13,18,100,758,1,2022-12-02T14:43:49Z,4,3,6,5,7,5,7,7,6,6,NA,3,4,4,6,6,7,6,No difference,C,NA,B,B,Attach a heavy weight on point A,Neither,Lynn, Greater than 1 m,Both will have the same effect on the acrobat,By moving the object farther from the tree trunk, less,F2024,5,NA,NA,NA,NA,NA,NA,NA,7,0,1,0,1,0,0,0,1,0,0,0,1,4,4,8,92,7,18,25,13,16,13,0
B2035,088bd1,088bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,1152,1,2022-11-28T14:34:50Z,12,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Every day,Yes,Draw an object with a larger mass,Less than before,B,Neither of them,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,No difference,All would work,Increase green ball's mass,B,C,Attach a light weight on point A,The ball in picture B,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,Both will have the same speed,the least at B,Increase the mass of weight B,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,Not enough information,By moving the object closer to the tree trunk, less,15,Male,Black or African American,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,5,4,1,4,6,8,9,5,14,100,259,1,2022-12-02T14:36:33Z,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Draw an object with a larger mass,More than before,B,B,No difference,No difference,Attach a weight to the springboard and then release,B,B,B,Attach a heavy weight on point B,More information is needed to answer the question,B will be launched higher than A,B will be faster than A,Position 3,Both will have the same speed,the least at C,Decrease the mass of the ball,Both dives bent the board the same amount,B2035,4,3,3,1,2,2,2,3,9,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,5,2,7,72,8,12,16,16,12,8,16,100,774,1,2022-11-30T14:42:22Z,5,1,1,7,6,6,7,1,5,4,7,7,7,1,4,1,5,6,No difference,B,NA,B,A,Attach a light weight on point B, Both,Lynn,More information is needed to answer the question,Both will have the same effect on the acrobat,By moving the object farther from the tree trunk, more,B2035,4,1,3,3,2,1,2,3,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,81,6,14,19,25,6,11,15
